#SampleID	Sample Accession	Sample Alias	Ecozone	Region	Site	Environmental Source	Phylogenetic Marker	Target Gene Subfragment	Collection Date	Latitude	Longitude	Country	Sampling Depth	Elevation	Mean Annual Temperature (Celsius)	Mean Annual Precipitation (mm)	Soil Classification	Tree Cover	Climatic Zone	LTSP Treatment	Compaction Treatment	Herbicide Use	Horizon	Moisture Content	Total Carbon	Total Nitrogen	pH	Soil Bulk Density	CN Ratio
ERR765824	ERS662850	JW038B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	7/7/2011	46.42	-83.37	Canada	0.3	228	4.4	248	Orthic Humo-Ferric Podzol	Jack Pine, Black Spruce, Red Pine	Dfb, Humid Continental cool summer	OM2	C0	0	A horizon	12.9	2.7	0.5	5.4	9.7	11.1
ERR765825	ERS662851	JW040B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	7/7/2011	46.42	-83.37	Canada	0.3	228	4.4	248	Orthic Humo-Ferric Podzol	Jack Pine, Black Spruce, Red Pine	Dfb, Humid Continental cool summer	OM3	C0	1	A horizon	19	1.3	0.6	5.4	9	9.8
ERR765826	ERS662852	JW042B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	7/7/2011	46.42	-83.37	Canada	0.3	228	4.4	248	Orthic Humo-Ferric Podzol	Jack Pine, Black Spruce, Red Pine	Dfb, Humid Continental cool summer	OM3	C0	0	A horizon	14.3	1.3	0.6	5.4	9	9.8
ERR765827	ERS662853	LH001B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.1	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM1	C0	0	O horizon	14.4	44.8	1	3.7	NA	44.4
ERR765828	ERS662854	LH002B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.3	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM1	C0	0	A horizon	18.5	4.8	0.2	5.2	NA	29.6
ERR765829	ERS662855	LH003B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.1	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM1	C0	0	O horizon	17.2	43.3	0.9	3.6	NA	46.4
ERR765830	ERS662856	LH004B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.3	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM1	C0	0	A horizon	34.1	6.5	0.2	5.3	NA	32.8
ERR765831	ERS662857	LH005B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.1	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM1	C0	0	O horizon	14.7	40.4	1.1	3.9	NA	35.4
ERR765832	ERS662858	LH006B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.3	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM1	C0	0	A horizon	19	4.8	0.2	5.5	NA	25.2
ERR765833	ERS662859	LH007B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.1	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM2	C0	0	O horizon	10.3	25.8	0.8	4.6	NA	34.2
ERR765834	ERS662860	LH008B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.3	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM2	C0	0	A horizon	17.1	3.6	0.2	6	NA	22.3
ERR765835	ERS662861	LH009B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.1	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM2	C0	0	O horizon	33.7	33.8	1	4.5	NA	33.6
ERR765836	ERS662862	LH010B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.3	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM2	C0	0	A horizon	18.3	3.6	0.2	5.9	NA	22.3
ERR765837	ERS662863	LH011B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.1	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM2	C0	0	O horizon	6.7	29.1	0.8	4.2	NA	34.8
ERR765838	ERS662864	LH012B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.3	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM2	C0	0	A horizon	17.7	3.6	0.2	5.7	NA	22.3
ERR765839	ERS662865	LH013B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.1	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM3	C0	0	O horizon	14.1	36.4	1.1	5.1	NA	34.1
ERR765840	ERS662866	LH014B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.3	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM3	C0	0	A horizon	17.1	3.9	0.2	5	NA	21.6
ERR765841	ERS662867	LH015B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.1	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM3	C0	0	O horizon	14	NA	NA	5.8	NA	NA
ERR765842	ERS662868	LH016B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.3	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM3	C0	0	A horizon	17.1	4.3	0.2	6.3	NA	19.2
ERR765843	ERS662869	LH017B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.1	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM3	C0	0	O horizon	14	39.5	0.9	5	NA	42.1
ERR765844	ERS662870	LH018B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.3	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	OM3	C0	0	A horizon	16.4	3.6	0.2	6	NA	20.3
ERR765845	ERS662871	LH019B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.1	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	REF	REF	0	O horizon	21.7	39.7	1.3	5.6	NA	31
ERR765846	ERS662872	LH020B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.3	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	REF	REF	0	A horizon	20.1	4.1	0.2	6.6	NA	19.1
ERR765847	ERS662873	LH021B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.1	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	REF	REF	0	O horizon	13.8	31.3	0.9	4.9	NA	35.1
ERR765848	ERS662874	LH022B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.3	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	REF	REF	0	A horizon	18.7	4.6	0.2	6.1	NA	21.6
ERR765849	ERS662875	LH023B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.1	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	REF	REF	0	O horizon	13	43	1.3	5.7	NA	32
ERR765850	ERS662876	LH024B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	9/16/2011	39.26	-120.78	USA	0.3	1268	11.2	55	Mesic Ultic Haploxeralfs	Ponderosa pine, sugar pine, white fir, giant sequoia	Csa, Mediterranean hot summer	REF	REF	0	A horizon	18.9	5.6	0.3	6.5	NA	22.5
ERR765851	ERS662877	TXA001B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	0	A horizon	12.2	1.1	0.1	5	1.3	18.5
ERR765852	ERS662878	TXA002B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	0	A horizon	13.9	1.1	0.1	4.7	1.3	18.5
ERR765853	ERS662879	TXA003B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	0	A horizon	13.8	1.1	0.1	4.6	1.3	18.5
ERR765854	ERS662880	TXA004B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	0	O horizon	25.5	12.6	0.5	4.7	NA	26.7
ERR765855	ERS662881	TXA005B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	0	O horizon	27.8	11.5	0.4	4.7	NA	28.7
ERR765856	ERS662882	TXA006B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	0	O horizon	19	8.8	0.4	5	NA	23.7
ERR765857	ERS662883	TXA007B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	1	A horizon	11.6	1.1	0.1	4.7	1.3	18.5
ERR765858	ERS662884	TXA008B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	1	A horizon	23.1	1.1	0.1	4.8	1.3	18.5
ERR765859	ERS662885	TXA009B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	1	A horizon	12.6	1.1	0.1	5.1	1.3	18.5
ERR765860	ERS662886	TXA010B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	1	O horizon	31.9	NA	NA	4.8	NA	NA
ERR765861	ERS662887	TXA011B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	1	O horizon	31	NA	NA	4.3	NA	NA
ERR765862	ERS662888	TXA012B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	1	O horizon	19.7	NA	NA	4.8	NA	NA
ERR765863	ERS662889	TXA013B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM2	C0	0	A horizon	10.5	1.2	0.1	4.6	1.3	23.9
ERR765864	ERS662890	TXA014B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM2	C0	0	A horizon	9.9	1.2	0.1	5	1.3	23.9
ERR765865	ERS662891	TXA015B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM2	C0	0	A horizon	8.9	1.2	0.1	4.3	1.3	23.9
ERR765866	ERS662892	TXA016B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM2	C0	0	O horizon	15	22.6	0.8	4.5	NA	28
ERR765867	ERS662893	TXA017B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM2	C0	0	O horizon	23.3	13.1	0.6	5.7	NA	23.2
ERR765868	ERS662894	TXA018B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM2	C0	0	O horizon	40	NA	NA	5.28	NA	NA
ERR765869	ERS662895	TXA019B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM2	C0	1	A horizon	9.9	1.2	0.1	4.6	1.3	23.9
ERR765870	ERS662896	TXA021B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM2	C0	1	A horizon	8.6	1.2	0.1	5.1	1.3	23.9
ERR765871	ERS662897	TXA022B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM2	C0	1	O horizon	13.4	NA	NA	4.5	NA	NA
ERR765872	ERS662898	TXA023B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM2	C0	1	O horizon	24.6	NA	NA	4.1	NA	NA
ERR765873	ERS662899	TXA024B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM2	C0	1	O horizon	52.8	NA	NA	4.6	NA	NA
ERR765874	ERS662900	TXA025B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM3	C0	0	A horizon	8.9	0.8	0	4.6	1.3	17.8
ERR765875	ERS662901	TXA026B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM3	C0	0	A horizon	8.6	0.8	0	4.5	1.3	17.8
ERR765876	ERS662902	TXA027B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM3	C0	0	A horizon	9.5	0.8	0	4.4	1.3	17.8
ERR765877	ERS662903	TXA028B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM3	C0	0	O horizon	10.6	9.9	0.4	NA	NA	24.4
ERR765878	ERS662904	TXA029B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM3	C0	0	O horizon	26	NA	NA	4.67	NA	NA
ERR765879	ERS662905	TXA030B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM3	C0	0	O horizon	19	13.5	0.5	4.4	NA	29.3
ERR765880	ERS662906	TXA031B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM3	C0	1	A horizon	8.6	0.8	0	5.3	1.3	17.8
ERR765881	ERS662907	TXA032B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM3	C0	1	A horizon	9.9	0.8	0	4.6	1.3	17.8
ERR765882	ERS662908	TXA033B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM3	C0	1	A horizon	11.6	0.8	0	4.5	1.3	17.8
ERR765883	ERS662909	TXA034B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM3	C0	1	O horizon	26	NA	NA	4.5	NA	NA
ERR765884	ERS662910	TXA035B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM3	C0	1	O horizon	18.2	NA	NA	4.5	NA	NA
ERR765885	ERS662911	TXA036B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM3	C0	1	O horizon	16.9	NA	NA	4.5	NA	NA
ERR765886	ERS662912	TXA037B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	REF	REF	0	A horizon	10.4	NA	NA	NA	NA	NA
ERR765887	ERS662913	TXA038B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	REF	REF	0	A horizon	10.8	NA	NA	NA	NA	NA
ERR765888	ERS662914	TXA039B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	REF	REF	0	A horizon	10.9	NA	NA	NA	NA	NA
ERR765889	ERS662915	TXA040B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	REF	REF	0	O horizon	18.9	17.6	0.6	4.7	NA	31
ERR765890	ERS662916	TXA041B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	REF	REF	0	O horizon	33.8	21	0.7	4.4	NA	28
ERR765891	ERS662917	TXA042B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	REF	REF	0	O horizon	26.3	16.9	0.6	4.3	NA	27.2
ERR765892	ERS662918	TXB043B	LPTX	Texas	TXB	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	0	A horizon	18.2	0.9	0.1	5.1	1.3	15.5
ERR765893	ERS662919	TXB044B	LPTX	Texas	TXB	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	0	A horizon	14.7	0.9	0.1	5.5	1.3	15.5
ERR765894	ERS662920	TXB045B	LPTX	Texas	TXB	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	0	A horizon	13.7	0.9	0.1	4.9	1.3	15.5
ERR765895	ERS662921	TXB046B	LPTX	Texas	TXB	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	0	O horizon	29.2	12.8	0.5	5	NA	28
ERR765896	ERS662922	TXB047B	LPTX	Texas	TXB	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	0	O horizon	32.2	11.3	0.5	4.9	NA	25
ERR765897	ERS662923	TXB048B	LPTX	Texas	TXB	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.1	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	0	O horizon	23.2	9	0.4	5	NA	25.2
ERR765898	ERS662924	TXB049B	LPTX	Texas	TXB	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	1	A horizon	16.8	0.9	0.1	5	1.3	15.5
ERR765899	ERS662925	TXB050B	LPTX	Texas	TXB	Forest Soil	16S rRNA	V1-V3	3/12/2012	31.11	-95.15	USA	0.3	88	19	253	Aquic Glossudalfs	Loblolly Pine, Beautyberry, Yaupon, Sweetgum, Oaks, Wax Myrtle	Cfa, Humid subtropical	OM1	C0	1	A horizon	12	0.9	0.1	4.7	1.3	15.5
